database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	L1	L2	L3	L4	L5	L6	L7	L8	L9	L10	L11	L12	L13	L14	L15	L16	L17	L18	L19	L20	L21	L22	L23	L24	L25	L26	L27	L28	L29	L30	L31	L32	L33	L34	L35	L36	L37	L38	L39	L40	L41	L42	L43	L44	L45	L46	L47	L48	L49	L50	L51	L52	L53	L54	L55	L56	L57	L58	L59	L60	L61	L62	L63	L64	L65	L66	L67	L68	L69	L70	L71	L72	L73	L74	L75	L76	L77	L78	L79	L80
CHEBI:28353	C9H8O2	Oc1ccc(cc1)\C=C\C=O	InChI=1S/C9H8O2/c10-7-1-2-8-3-5-9(11)6-4-8/h1-7,11H/b2-1+	(E)-3-(4-Hydroxyphenyl)-2-propenal	149.0598937		[M+H]+		822.7835	9606	Homo sapiens										104437488.6	118017903	76108739.56	104559482.7	110639820	83881002.25	142744253	99628899.41	174860669	178072404.5	200322689	204667057.1	116616283.8	175901142	157120661.7	153552797.8	167969842.3	150700077.1	165153294	106937502.3	109298073.8	117416347.8	133704965.6	102008457.4	79292096.07	72925508.03	101105643.7	103274884	92300991.88	107926235.4	52109031.5	90400277.08	114292247.3	105297639.3	119106937.8	117688494.2	90008622.96	95111253.21	89926145.95	75657976.76	127281224.3	130855233.8	146147530.5	185130068.2	252040420.2	243985158.8	288195918.6	315649047.7	244099493.1	378354654.5	326513167.3	253672135.8	384222780.1	273233945.6	357230604.7	296437028.9	245043327.6	180883385.7	195467107.6	171262992	100082544.4	154592650.3	161097888.5	152721690.4	148923987.5	66366531.9	97161579.28	135831489.2	60448504.4	90345746.54	72799486.13	91181628.74	99229486.09	158059249.2	89000430.13	82707931.69	75148919.82	134288693	88616793.16	76397656.93
CHEBI:15354	C5H14NO+	C[N+](C)(C)CCO	InChI=1S/C5H14NO/c1-6(2,3)4-5-7/h7H,4-5H2,1-3H3/q+1	Choline	104.1074445		[M]+		753.299	9606	Homo sapiens										30379458.17	48739053.86	3220033.295	21934338	3585765.493	16427188.72	1191137.88	3705239.742	4758747.779	581039.3127	3403741.645	2748174.902	6655592.084	1061295.788	3201119.648	1793571.681	5208973.749	3839860.846	5437920.779	4635564.304	1869971.708	28912456.35	32041228.76	5863410.339	76645419	17547254.72	116239231	136939567.6	37027087.09	131307592.2	30124122.17	15116904.87	21514780.1	47555689.09	45232494.67	23115551.05	31539396.18	7242208.976	197496028.3	36305631.62	40386256.12	131993862.1	260795707.1	103755967.2	165326101.3	515793420.9	92187156.6	268793032.8	901908517.1	17256210.22	169517876.1	58109658.7	280349755.4	329766178.9	138057897.9	196211958.3	81864529.78	67893135.86	35035045.61	24875119.46	1466189.729	46856177.62	16541906.71	14770220.3	35046194.28	134957502.8	26119762.09	150775645.8	147024990.8	83973202.4	39965536.71	31396545.44	37846853.11	66622700.83	105403736.9	46198326.27	33357386.25	114470918.7	83788519.87	20321530.27
CHEBI:5832	C14H18N2O2	C1(=CNC2=C1C=CC=C2)C[C@@H](C(=O)[O-])[N+](C)(C)C	InChI=1S/C14H18N2O2/c1-16(2,3)13(14(17)18)8-10-9-15-12-7-5-4-6-11(10)12/h4-7,9,13,15H,8H2,1-3H3/t13-/m0/s1	Lenticin	247.1437261		[M+H]+		423.4325	9606	Homo sapiens										39403702.01	113837429.3	77914448.14	3099441.285	69440083.2	124194973.1	6859619.848	82976259.5	9579128.566	9457737.283	39534260.74	7783748.633	14642915.45	8354138.814	16656430.02	78937010.7	1013845.53	1467028.857	29246555.01	2749342.38	33329434.1	19015255.17	19186792.19	250757591.5	155344304.2	32090781.14	175150522	27822467.94	557207364.8	281265209.8	6450029.956	35323427.12	19726946.09	69533285.79	133994824	124211078	80738467.31	16030847.35	121136641.1	399601731.1	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	84762010.29	12990511.72	12053000.63	52716036.52	47974356.12	23371168.7	89023943.34	41180994.53	44881760.38	19532852.47	43230933.71	58049185.64	42763087.83	46224411.27	16730165.44	15689446.53	9910754.909	18395509.94	13695226.39	11584426.57	12173495.37	17616951.34
CHEBI:7025	C26H44O9	C[C@H](O)[C@H](C)[C@@H]1O[C@H]1C[C@H]1CO[C@@H](C\C(C)=C\C(=O)OCCCCCCCCC(O)=O)[C@H](O)[C@@H]1O	InChI=1S/C26H44O9/c1-16(13-23(30)33-11-9-7-5-4-6-8-10-22(28)29)12-20-25(32)24(31)19(15-34-20)14-21-26(35-21)17(2)18(3)27/h13,17-21,24-27,31-32H,4-12,14-15H2,1-3H3,(H,28,29)/b16-13+/t17-,18-,19-,20-,21-,24+,25-,26-/m0/s1	Mupirocin	483.2917074		[M+H-H2O]+		512.34	9606	Homo sapiens										79793342.87	92775918.31	26538879.93	22141868.35	101351468	87551640.54	75907692.71	87546519.8	76581545.21	96417636.38	92670062.56	55895650.41	54586312.18	55810195.48	42906527.66	17387114.51	55856180.23	46307813.35	12774303.52	16915200.89	44248296.9	26619806.19	7449069.445	38744433.56	30563187.67	55570854.04	33670534.07	39933195.42	9981181.013	28116701.1	26657709.28	38119176.22	32848749.44	16740668.78	26573544.83	26704905.88	22285250.88	27861546.26	25092905.61	22912856.91	19226574.45	21502400.28	13615936.23	13390506.9	13824844.29	12334740.37	13694618.33	12412824.96	16803626.66	9032938.841	9732010.043	9261307.441	14069533.04	7517650.117	9239338.462	10101878.27	10403247.79	10242341.28	12490524.18	17739850.88	16175664.93	4525626.314	9261799.669	4538634.029	18221974.81	20831683.73	26471965.53	19456803.76	20739052.49	18544265.3	20681040.94	25690072.43	4994907.777	26989646.43	18110781.86	35842461.65	25313640.19	25437578.27	43729362.06	24774478.18
CHEBI:24823	C10H9NO			Indoleacetaldehyde	160.0758331		[M+H]+		313.3575	9606	Homo sapiens										56300531.4	43345097.36	93677837.98	17233257.64	30595204.07	83743591.84	42214047.44	34316633.67	26416870.83	22234205.73	27796767.44	24237697.5	44296772.23	34349631.17	28269483.97	25256171.95	38751601.3	30953203.19	23883274.48	41588084.02	20982649.15	22037065.55	27051054	29022122.74	25109321.71	30097920.9	40596796.71	55833796.09	45162817.78	21118493.56	66567263.02	14455520.87	94578592.01	12731775.83	65181186.64	27711272.85	44822161.21	38484340.12	24094492.89	82460028.72	38550140.35	45791966.28	20246995.48	43634219.62	58114693.59	41175814.88	41013416.51	4671463.769	48897295.62	79156114.92	27540005.98	39416138.33	22419673.51	27993602.48	40961418.49	18423127.52	27392399.44	30950104.42	40672880.6	31978676.6	82313175.64	90000231.55	87332255.87	65303591.88	102007574.8	51571151.82	56423858.23	62690817.64	47291808.01	23659061.98	94270888.4	41420531.45	44093767.66	42269947.12	41026201.23	85475956.51	49974125.52	62600914.41	29887716.83	55462241.4
CHEBI:168209	C21H30O11	O1C(C(O)C(O)C(O)C1OC2=C(OC)C=C(C=C2)CC=C)COC3OCC(O)C(O)C3O	InChI=1S/C21H30O11/c1-3-4-10-5-6-12(13(7-10)28-2)31-21-19(27)17(25)16(24)14(32-21)9-30-20-18(26)15(23)11(22)8-29-20/h3,5-7,11,14-27H,1,4,8-9H2,2H3	Gein	367.2199469		[M+H-H2O]+		726.394	9606	Homo sapiens										13398037.76	13779770.99	5968842.982	17599366.79	21659680.31	7780855.863	17870972.33	17307902.29	15117080.04	28544749.8	16530649.97	8832739.831	12776337.72	16467846.43	12364052	18378839.87	11357279.49	1331337.838	17121783.28	293772448.3	31021525.42	25520381.15	27299121.6	20721081.86	24080971.6	21120019.51	15486103.91	28705921.75	21481530.5	9557145.683	6563644.885	14658314.71	14890393.1	8863466.981	4789549.421	18780656.6	16215832.43	22343265.86	17247717.69	18835971.09	13005529.12	23687238.28	14795370.9	11910832.77	11018494.88	10130076.2	9609198.374	11979262.21	20074976.08	11691884.75	11587523.24	11278478.19	4176412.731	11459004.34	14407590.03	13596504.36	16195274.66	18013310	25614612.64	21572407.76	24292119.98	29833216.62	20195608.49	32524771.65	30010815.04	16692943.25	25050031.65	18852040.91	23447671.23	18852629.39	11099063.48	24681844.57	17051815.97	30301551.23	17974395.04	17824057.38	18473087.17	21835034.69	20927445.75	10626932.98
CHEBI:8029	C7H16O7	OC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO	InChI=1S/C7H16O7/c8-1-3(10)5(12)7(14)6(13)4(11)2-9/h3-14H,1-2H2/t3-,4+,5-,6-,7+/m1/s1	D-Glycero-D-galacto-heptitol	212.0898893		[M]+		260.4105	9606	Homo sapiens										6191372.893	6731477.408	11676405.51	28996382.35	22693872.56	1226863.256	19811546.34	22528133.66	10488854.35	11547924.68	21103153.54	15061791.81	7695823.496	22030691.45	21260632.62	20867601.97	20007420.19	11858330.75	15368239.95	37080965.68	12164451.05	3648875.049	5014474.78	12353314.25	10264261.27	10380155.56	1082038.862	1514558.034	10165937.38	13748769.3	15853463.26	4972176.57	19405583.58	3010664.507	9515488.067	4617344.346	10223128.41	10901714.73	7901936.321	2965331.128	6261275.922	7834643.183	7047156.727	12809985.99	5364857.461	9267548.546	51357178.93	5540836.375	2307817.19	3943968.8	1422081.582	4055483.438	2155352.439	12267907.22	1393042.538	4350223.719	275793.5901	1940076.403	2006893.882	1524679.613	831651.7916	718462.4079	491539.2711	530921.531	774244.8235	1268155.033	577993.2456	451888.5663	409395.2588	615582.6621	762159.2197	1159012.703	2713333.237	1869655.802	1006398.596	16786582.9	2004816.33	1200182.125	2470611.354	2005209.813
CHEBI:17821	C5H6N2O2	Cc1c[nH]c(=O)[nH]c1=O	InChI=1S/C5H6N2O2/c1-3-2-6-5(9)7-4(3)8/h2H,1H3,(H2,6,7,8,9)	Thymine	127.0504649		[M+H]+		311.9125	9606	Homo sapiens										11302953.66	12439740.09	14543518	14696972.77	15701494.86	18909320.15	20269513.8	22471608.29	25967107.53	24889283.66	34741838.97	35469689.38	40397557.85	36833952.22	105305987.4	33826114.28	27216578.1	21614332.41	15504018.34	2650365.122	19334293.24	16835748.55	17679967.14	16465658.45	18317302.77	18625832.05	18093945.66	16502877.5	16494245.15	7445146.253	14569701.65	15649227.98	8688718.462	7943740.882	8013494.086	10848315.15	9658517.368	8875447.77	8758853.377	8565102.651	7679134.742	9182826.427	10727060.85	10147819.71	11763353.3	10563151.7	11377204.4	12181297.61	9860276.995	10616996.4	11591214.73	10644718.17	11147814.69	9358086.898	9915666.661	10629924.1	8605096.085	7341632.724	8396293.498	7939948.555	7402070.286	8058588.735	7796415.2	8252456.308	7170962.792	7001102.709	7202046.613	8095730.837	10176855.88	6821231.814	8538078.375	8496141.053	7492505.31	7998320.197	8454444.054	8173649.187	6882680.445	8592721.849	8103662.531	7474250.748
CHEBI:85533	C7H13NO3	C[N+]1(C)C[C@H](O)C[C@H]1C([O-])=O	InChI=1S/C7H13NO3/c1-8(2)4-5(9)3-6(8)7(10)11/h5-6,9H,3-4H2,1-2H3/t5-,6+/m1/s1	Betonicine	160.097182		[M+H]+		140.175	9606	Homo sapiens										18910340.33	6895116.66	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	1046.65582	8296838.043	6150319.216	2000368.998	5733878.873	10320288.1	9220270.957	4772649.038	4264324.351	8919446.42	21111217.68	8885683.521	10408013.22	4207763.365	2493283.487	2512685.109	5596642.401	5865647.201	12151902.9	11077433.79	15430182	5928176.304	5932342.558	12571802.62	16885629.45	18835420.57	21181142.49	20430452.08	36048440.5	30367902.55	32295905.48	41538114.49	51114374.03	46381351.52	51809506.25	133589601.2	105083444.4	42602016.89	39648530.27	45866106.38	42650936.01	25272575.02	5161080.448	12679660.23	7010951.824	213511562.3	12419632.29	6297148.142	2850649.429	1826799.432	5158406.741	4163115.328	10677173.91	13495094.5	1562340.565	5551343.721	8587166.594	5799220.292	2385482.374	7672175.455	7240674.942
CHEBI:16235	C5H5N5O	C12=C(N=C(NC1=O)N)NC=N2	InChI=1S/C5H5N5O/c6-5-9-3-2(4(11)10-5)7-1-8-3/h1H,(H4,6,7,8,9,10,11)	Guanine	152.0567572		[M+H]+		291.427	9606	Homo sapiens										1806403.471	1530267.261	1397996.417	1788838.147	1726556.463	1684007.766	1810298.554	1637411.486	1730460.859	1855505.463	1597992.711	1812556.86	1994996.411	2036125.231	2358696.297	1928940.087	1805722.958	1724923.74	1468197.725	945006.266	3832411.952	4094518.39	4701631.22	4688961.974	4796040.206	5652836.111	5631026.417	6423703.412	5630371.812	5301211.6	5765142.236	6227578.835	6238728.152	6187748.388	6641365.849	6623083.815	18248178.28	6546895.978	6832564.486	6243561.358	5953503.041	6368123.96	3843561.901	5783113.074	5007540.121	1392985.648	3647903.467	1824270.894	12396380.84	7007379.745	1569900.083	1613549.125	1670433.69	1679021.631	2048691.044	4564268.301	9522047.552	4311522.488	4725380.443	1615925.646	11699244.89	33842141.81	30391372.31	9213343.308	25438648.09	20185185.63	11156089.8	2728725.525	9850418.073	6296844.188	4294541.103	4101746.516	28629541.3	6056556.36	7294519.601	2481786.569	18940019.03	33937593.1	3019874.713	47319826.41
CHEBI:16422	C19H26O2	[H][C@@]12CCC3=CC(=O)CC[C@]3(C)[C@@]1([H])CC[C@]1(C)C(=O)CC[C@@]21[H]	InChI=1S/C19H26O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h11,14-16H,3-10H2,1-2H3/t14-,15-,16-,18-,19-/m0/s1	Androstenedione	269.1856233		[M+H-H2O]+		419.998	9606	Homo sapiens										2609771.639	2683601.908	2396503.172	2197816.706	2988210.06	2632136.217	5056260.164	5434498.138	5027698.807	2461939.392	2880444.687	2785858.911	2577450.738	2587547.234	2715284.826	6250695.401	3809956.454	8228405.241	1046.65582	1046.65582	3384006.025	1071132.003	1022508.973	1034757.436	1214799.23	1320570.877	2487745.437	1099598.32	1112182.745	2835285.093	3215730.51	2673568.952	2886905.401	2000763.844	3210524.851	1244276.415	3534221.259	4203829.788	2870619.915	3819029.092	3072285.112	4959460.803	654368.7553	2444384.957	675226.729	1978120.733	2406721.577	1885287.678	2449533.861	1410323.463	2110236.173	1940023.274	1282676.484	1888035.521	1365694.881	2106717.618	2151475.482	2205177.616	3187563.97	3705120.507	3977807.354	3476056.4	3457010.765	3541093.072	3796299.269	2532267.669	3365229.714	3404136.401	4214801.413	2786423.898	3304059.199	4827600.146	2883919.803	5173622.377	4131055.066	4005375.347	2915262.745	4032125.434	3840982.905	2558423.818
CHEBI:63956	C18H24N2O4	CCC(C)(CC)c1cc(NC(=O)c2c(OC)cccc2OC)on1	InChI=1S/C18H24N2O4/c1-6-18(3,7-2)14-11-15(24-20-14)19-17(21)16-12(22-4)9-8-10-13(16)23-5/h8-11H,6-7H2,1-5H3,(H,19,21)	Isoxaben	333.1885171		[M+H]+		470.7365	9606	Homo sapiens										54793034.14	100667876.6	54113371.25	75203171.07	91304351.88	37976581.18	48523572.82	95019602.1	68535062.87	131643638.1	82578434.07	67591279.63	68721043.62	118965161.4	44823393.48	98627043.66	58365329.73	72471245.13	51729403.98	121071170.8	114834694.8	100505547	126663581.4	88330530.11	84002339.17	46375628.97	63692885.43	164975581.9	111241093.1	78495308.6	61169958.23	67272891.05	68552922.36	89681037.36	46820363.18	95307183.07	86846371	89331610.57	76214752.67	75164594.04	143988682.8	122652758.8	92646424.59	93500579.12	83615118.03	56618233.88	81453306.88	87995661.01	95258877.93	112130471.9	116341889.1	133960460.2	68444944.33	84796513.63	106270151.9	80462733.36	86044223.78	110763721.1	127689838.9	69097061.79	85523782.86	123221708.2	110298623.8	118748527	136222747.5	74834899.41	118710563.3	99007333.14	123276413.2	89121063.53	102773170.5	126864226.7	137834611.6	146971675.6	103808250.8	117308391.1	103835122.9	123553519.3	103843559.6	88548300.97
CHEBI:27708	C4H11O4P	CCOP(O)(=O)OCC	InChI=1S/C4H11O4P/c1-3-7-9(5,6)8-4-2/h3-4H2,1-2H3,(H,5,6)	Diethylphosphoric acid	155.0467783		[M+H]+		598.354	9606	Homo sapiens										12843712.77	15447417.92	16803977.06	16767323.54	4681396.636	6256934.553	10393722.55	21197812.97	9954913.491	14944156.74	10212817.44	4765955.502	12662617.96	6934065.818	8120433.399	11183702.05	14992059.14	3918809.649	9696369.767	7226072.897	9123610.973	30768854.07	16996044.01	8834163.988	24657313.26	23629171.38	80242552.07	13536779.29	8115039.071	18183199.4	20687416.17	21979584.72	13739681.27	11065717.4	9314172.299	13997773.91	6517500.794	44603456.14	10519793.36	28176835.11	18287808.55	30841810.43	24402581.68	21864420.6	39869608.33	91131529.01	52875080.81	35861732.04	19780974.53	119147970.2	75690348.92	35252396.99	33229405.67	27368243.12	25032992.09	56352017.09	51998980.91	28477586.42	26830250.82	22438090.34	91001333.34	18058881.92	34861880.19	53417281.23	15343425.22	32112415.79	8191447.258	6122272.027	87822891.22	52030716.88	16283155.16	44994371.41	48254516.5	23533439.88	32067915.12	43053088.95	68060533.7	28058748.97	34802942.13	31642494.88
CHEBI:27878	C10H9N	Nc1ccc2ccccc2c1	InChI=1S/C10H9N/c11-10-6-5-8-3-1-2-4-9(8)7-10/h1-7H,11H2	2-Naphthylamine	144.081151		[M+H]+		394.598	9606	Homo sapiens										203429321.9	180162691.9	197465097.1	149769975.2	188576340.6	143125456.9	122972387.3	189363429.7	132595954.3	108541570.2	186985582.2	149608656.8	114828680.9	129816688	144050244.3	197638463.8	133771704.8	156282487.8	119161485.8	242952000.2	192925423	189956264.5	198065826	173518315.5	329705798.3	220258520.9	295992249.1	173629718.1	189859437.6	203358640.5	231770873.4	203462874.4	201290583.9	232394002.2	168179363.6	225050292.1	152895353.3	232590430.6	156137357.3	220450283.6	185585456.8	202573206.7	160274449.7	242356932.8	261462205.3	172919749.1	265866177.5	189864603	198177215	212506535.5	180644311.2	211522153.8	186464415.7	229532332.4	195865477.8	247917888.1	296632885.5	287050165.1	152312686.8	211816359.1	213879711.8	179071402.9	208682274.7	192404731.3	212094696	193301910.2	227288536.8	181061210.5	176449178.9	202119464.8	171768775	209385334.7	187698164.5	157146488.4	216708122.6	233984371.9	200996681.8	205658152	197731911.5	185163234.6
CHEBI:53003	C10H10N2	Nc1cccc2c(N)cccc12	InChI=1S/C10H10N2/c11-9-5-1-3-7-8(9)4-2-6-10(7)12/h1-6H,11-12H2	1,5-Naphthalenediamine	159.0920839		[M+H]+		394.6095	9606	Homo sapiens										171084856.8	149909931.2	162799357.5	115584450.8	158934112.5	132250446	95500162.24	149414726.4	116429508.5	87635083.32	151126701.6	123461260.2	95941494.96	103584124.9	116858185.5	144944338.5	93268432.84	126319390.9	89927843.05	187060527.8	159444766.8	160178395	175567965.7	144241298.1	262326236.8	194989173.9	251188134.1	143157306.5	165545364.7	175254019.5	200899744.7	175043194.7	178667728.1	198904544.9	142782761.5	195613265.5	131423465.9	211537543.8	144589091.6	189175918.3	174012947.4	186264457.8	156303473.6	258186916.6	287238387.9	182035430.6	294957334.2	207541236.4	216838621.9	236119470.6	204265350.2	230032604	206758496	243020640.5	212385836.5	255376199.5	290227093.6	276698443.6	127000350.6	187264747.5	176318907.7	153091574.9	171333450.8	168294748.6	179829844.2	164711604.6	192308295.3	145351975.1	155395439.1	171614809.5	147339242.2	177396274.2	161676672.5	135208054.5	191300729.9	195814579.2	169661159.6	178224862.8	172577350.6	163437895
CHEBI:79053	C16H22O4	CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C	InChI=1S/C16H22O4/c1-11(2)9-19-15(17)13-7-5-6-8-14(13)16(18)20-10-12(3)4/h5-8,11-12H,9-10H2,1-4H3	Diisobutyl phthalate	279.1552847		[M+H]+		222.1325	9606	Homo sapiens										438796860.7	212938218.2	127572683.2	132625488.5	268368167.5	220378089.6	352259462.2	510293921.3	208676582.3	124909160.1	215993050.1	284561664.2	113201425.1	294832855.6	105464812.4	165587502.4	92176957.94	174156275.1	120441841.6	129958099.7	165263082.6	194594084.6	150701205.8	53146892.68	135199612.8	156638009.8	140431713	132383802	42992961.34	159655963.3	46711625.08	39864768.99	102144625.8	50605518.28	85009469.97	48950213.04	167721075.7	31272900.11	30234916.99	40368142.78	42171809.39	78633664.1	29905344.02	29457819.86	195743286.6	268501002.9	72454741.61	64443796.21	78230664.08	33630825.35	125068139.3	21591593.3	53208812.23	163846121.1	29453138.33	31967740.44	47566992.96	99226166.8	106537967.8	670475553	1475623336	45246967264	1046.65582	1530504697	1512729011	442488767.2	217459944.5	490377776.9	347016557.7	207808466.4	250128204.4	229576516	167386083.4	192464822.8	133486013.4	102084177	261860846.2	39261828.68	78324058.09	65088817.91
CHEBI:79860	C20H29ClO2	C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C(Cl)C(=O)CC[C@]4(C)[C@H]3CC[C@]12C	InChI=1S/C20H29ClO2/c1-18-9-8-16(22)17(21)15(18)5-4-12-13(18)6-10-19(2)14(12)7-11-20(19,3)23/h12-14,23H,4-11H2,1-3H3/t12-,13+,14+,18-,19+,20+/m1/s1	4-Chloro-17alpha-methyl-17beta-hydroxy-4-androsten-3-one	319.1735218		[M+H-H2O]+		436.927	9606	Homo sapiens										32273817.81	62904369	36663225.51	46470699.89	48132886.66	27395589.53	32035850.79	55071661.86	34007317.61	76796078.6	47953921.11	38472561.72	36198249.85	58366027.86	27442089.35	65165655.16	37666473.04	48066518.61	36223380.8	126362351.4	104696481.6	86017863.69	130423488.5	60445152.85	98075828.61	45453383.27	77094643.81	143398368.6	106150200.7	75952705.49	57058671.53	76895432.73	71628952.81	75448121.15	36644158.69	77305719.2	82318834.02	87739605.77	74261699.92	67842996.45	107054600.5	94510373.01	109412976.6	97597936.06	69563805.21	76189897.88	75984839.92	88314072.98	139374527.7	168121991.5	115426525.5	137962666.5	60802056.87	78548512.3	122996011.6	85484141.69	90377283.08	81472527.1	114299257.5	77117233.37	80117865.61	113125472.5	81927155.77	101538872.1	124720159	77650879.04	127845923.2	83685940.33	101831750.1	80346560.33	74841811.85	107683035.7	107340388.5	105391317.9	78907662.49	94793722.75	79401793.31	92075934.39	81560781.58	73925933.1
CHEBI:17016	C5H11NO3S	CS(=O)CC[C@H](N)C(O)=O	InChI=1S/C5H11NO3S/c1-10(9)3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)/t4-,10?/m0/s1	L-Methionine S-oxide	166.0525901		[M+H]+		90.0244	9606	Homo sapiens										39547438.07	55808277.52	28406272.73	26872750.47	28673363.35	3335431.261	27316192.08	29370853.62	15736456.92	24300255.13	19538958.51	22790656.71	12711152.07	15802457.02	17184334.9	17425153.03	19642361.63	17074428.82	12678217.62	14075409.81	90081922.18	34040765.85	36693692.09	105174007.5	74538879.03	65282173.99	6282737.855	35601160.56	61342766.19	142809050.9	101522484.6	51033790.88	77341897.76	76350574.16	80225035.86	36493442.28	70384586.07	67792238.08	74593303.78	37748759.04	50079771.11	119975618.8	65612655.44	159914170.3	67171465.22	137950581.8	159550043.7	120079557.5	76707255.99	76210751.02	151922272	110581407.7	17471767.36	58463468.63	143494209.4	150823628.8	38687719.31	133043503.9	69473613.19	104050198.3	40446096.63	44537020.66	57748070.14	62280467.02	78860815.09	74072434.51	37969013.29	34076339.47	54805256.43	69219635.37	36856487.98	65567343.83	73848558.12	40052148.25	47930961.38	67618778.51	54875730.61	33617009.11	60709981.03	68206625.25
CHEBI:16411	C10H9NO2	OC(=O)Cc1c[nH]c2ccccc12	InChI=1S/C10H9NO2/c12-10(13)5-7-6-11-9-4-2-1-3-8(7)9/h1-4,6,11H,5H2,(H,12,13)	Indole-3-acetate	176.0707662		[M+H]+		593.8455	9606	Homo sapiens										51187994.79	47489799.07	38210392.98	30074881.57	39893487.95	48390965.27	11616048.98	59906430.09	23760233	12760677.52	39733470.7	29265911.02	42375774.77	26624433.2	28105366.7	34044202.93	25555777.66	21041093.41	19421866.01	22416847.32	35818035.71	28424464.47	23285280.97	43213096.19	87582723.96	50019268.08	37242959.15	128132186.6	38580777.32	38787656.06	67673707.65	34618083.28	42687235	26178159.48	16542586.27	26184320.92	34409278.35	40754485.32	39491298.07	50646374.07	18103304.04	39607422.17	56790518.81	129133969.5	48389547.89	32166127.67	34193879.68	73592575.2	66435279.87	73215820.65	84165972.37	38171703.56	59862318.19	39840758.29	100474888.3	132438902.7	24972387.66	36721553.11	61474304.23	80836907.98	77147440.66	32322485.76	34813378.81	32935702.7	73538861.63	32020382.69	46745397.43	21381093.33	29995547.08	18928112.12	31419740.61	35717078.84	36546242.97	58903145.28	37437451.92	41212845.85	24533084.58	23946880.07	17746776.21	18665745.18
CHEBI:4629	C27H42O3	[H][C@]12C[C@@]3([H])[C@]4([H])CC=C5C[C@@H](O)CC[C@]5(C)[C@@]4([H])CC[C@]3(C)[C@@]1([H])[C@H](C)[C@@]1(CC[C@@H](C)CO1)O2	InChI=1S/C27H42O3/c1-16-7-12-27(29-15-16)17(2)24-23(30-27)14-22-20-6-5-18-13-19(28)8-10-25(18,3)21(20)9-11-26(22,24)4/h5,16-17,19-24,28H,6-15H2,1-4H3/t16-,17+,19+,20-,21+,22+,23+,24+,25+,26+,27-/m1/s1	Diosgenin	415.3185314		[M+H]+		731.089	9606	Homo sapiens										608008.965	5924480.236	2442897.626	587396.747	4323248.023	1360835.488	2924467.116	5802501.444	18104713.31	3027628.991	3881954.543	29012414.18	4484967.309	2303045.347	9131143.023	15319009.36	8781579.391	174847.5848	98587.28453	773583.9979	5741832.11	492655.6517	24106594.71	904037.3187	6237128.462	1302779.541	1581514.502	10715668.11	7464452.408	4444626.259	5064462.752	2733226.742	154019.2676	11682507.89	18228468.89	14219326.46	10966620.94	385074.5491	366074.7218	28724926.13	906294.1835	1294202.986	1786786.168	232267.7023	1735363.141	1573232.369	1262208.359	2407754.712	1232711.419	2209347.48	1175424.314	2445322.818	893508.4786	895511.4874	1989072.308	3165316.516	999767.235	773122.3647	6768408.863	6914605.504	5890906.64	4293692.72	2960668.326	8558483.885	4565227.999	8412905.992	4469325.03	827438.799	2967489.565	1266811.516	1740901.416	3450323.55	6682153.774	4860052.327	519981.4918	4818189.35	6549672.553	9163968.331	17269744.01	5277104.418
