database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	L1	L2	L3	L4	L5	L6	L7	L8	L9	L10	L11	L12	L13	L14	L15	L16	L17	L18	L19	L20	L21	L22	L23	L24	L25	L26	L27	L28	L29	L30	L31	L32	L33	L34	L35	L36	L37	L38	L39	L40	L41	L42	L43	L44	L45	L46	L47	L48	L49	L50	L51	L52	L53	L54	L55	L56	L57	L58	L59	L60	L61	L62	L63	L64	L65	L66	L67	L68	L69	L70	L71	L72	L73	L74	L75	L76	L77	L78	L79	L80
CHEBI:15334	C12H14N2O2	C1(=CNC2=C1C=CC=C2)C[C@@H](C(=O)O)NC	InChI=1S/C12H14N2O2/c1-13-11(12(15)16)6-8-7-14-10-5-3-2-4-9(8)10/h2-5,7,11,13-14H,6H2,1H3,(H,15,16)/t11-/m0/s1	Abrine	218.1021914		[M]-		141.479	9606	Homo sapiens										17037205.27	2513279.459	1943742.807	8684460.112	2822168.809	4836129.35	3422174.608	2276892.387	1795354.968	4475312.198	6249033.1	6914324.133	7478228.639	2434229.317	8074705.352	1485080.334	5510617.611	949160.5738	2739666.387	10414339.51	10583170.6	5630268.047	7082846.62	7028416.618	5258026.234	8441414.789	873876.8174	3824128.869	8011003.033	10986553.15	2244858.39	2275944.484	1280211.069	4065341.963	4488300.947	1812338.786	1210811.685	5068465.025	2809271.371	2796568.24	753301.2029	791898.4239	768655.8627	2754176.772	2415026.727	1719819.752	1005016.763	1069484.974	2852277.887	1773946.965	1409628.112	2596985.019	2161793.318	1416486.956	2096363.664	3160663.777	1375894.752	2151730.723	2056948.763	794638.7098	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	1546467271	78383712.88	43005039.22	8354870.4
CHEBI:15805	C9H18N4O4	C[C@@H](N[C@@H](CCCNC(N)=N)C(O)=O)C(O)=O	InChI=1S/C9H18N4O4/c1-5(7(14)15)13-6(8(16)17)3-2-4-12-9(10)11/h5-6,13H,2-4H2,1H3,(H,14,15)(H,16,17)(H4,10,11,12)/t5-,6+/m1/s1	D-Octopine	245.1244471		[M-H]-		100.21715	9606	Homo sapiens										10068491.48	7320412.55	10143527.76	6869695.216	9147668.274	6652267.054	4412350.165	7199684.319	11264622.06	3485710.898	8181334.378	10961203.98	5946646.528	7927161.526	7545845.359	5470396.928	7949795.608	11820225.31	6681043.215	6329798.374	4878806.444	4532379.878	4269917.764	6294541.288	5525906.534	7723592.125	1073563.192	5081398.588	8333944.792	3972257.354	4926909.753	6181065.281	3995203.519	6277227.766	5431390.487	4695096.708	7835402.402	6984154.92	8080096.904	10342341.19	5151616.252	4074435.478	6600116.824	5594632.577	7119626.517	3545429.914	5052716.362	4760451.721	4419776.382	4743177.65	3948412.235	3043253.42	2985970.081	662768.5007	3617569.014	4293614.44	369840.8995	3673413.249	3291817.412	794168.9086	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	351872115.3	27173195.27	11237109.02	11062497.91	4880869.543	5548184.422	10412066.89
CHEBI:15427	C9H18N4O4	[C@@H](CCCNC(N)=N)(NCCC(O)=O)C(O)=O	InChI=1S/C9H18N4O4/c10-9(11)13-4-1-2-6(8(16)17)12-5-3-7(14)15/h6,12H,1-5H2,(H,14,15)(H,16,17)(H4,10,11,13)/t6-/m0/s1	L-N2-(2-Carboxyethyl)arginine	227.1140181		[M-H2O-H]-		102.395	9606	Homo sapiens										5193557.732	2956905.665	3433779.818	3924626.909	5348577.009	2312509.643	2774456.363	5540880.552	4013485.504	1937320.872	4372746.785	4286687.282	1641516.212	3310594	5334745.704	3068441.19	6779860.666	2643717.791	4128609.841	3583340.713	2698505.938	1889244.852	1843473.075	3699132.443	2538390.032	4346409.26	272237.2009	1978079.786	5807802.787	2258796.026	2919609.988	3123147.188	2513987.888	1888444.816	2988363.505	4630697.327	3694863.663	3455766.072	6655271.816	4156020.159	1686948.817	4234562.107	3671416.638	5502199.239	5373227.403	3650747.861	6348072.468	3215499.8	3775888.029	2723371.745	522962.878	473870.6425	639919.4136	198641.281	2592030.447	6727150.205	133404.028	2302595.116	2346094.503	78924.1738	75603.39625	159177.2873	603820.4688	594946.1619	472562.3562	1265076.336	73843.9553	858663.5244	667800.0148	2022151.831	1188169.959	158993.1819	1661524.569	2594366.722	805090.6182	2893671.069	2207247.437	830331.6594	2512996.179	5173581.667
CHEBI:27427	C10H10N4O5	[H]C(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(O)ncnc12	InChI=1S/C10H10N4O5/c15-1-4-6(16)7(17)10(19-4)14-3-13-5-8(14)11-2-12-9(5)18/h1-4,6-7,10,16-17H,(H,11,12,18)/t4-,6-,7-,10-/m1/s1	5'-Oxoinosine	247.0424249		[M-H2O-H]-		83.9476	9606	Homo sapiens										30262423.23	13091617.5	7832935.018	32719072.12	18476493.21	1923554.172	20025092.56	14697062.07	8478975.344	10026544.65	14740347.1	8437514.57	10718593.14	15257727.82	13551230.02	12898835.23	9765330.953	9763372.347	8904939.599	12659865.58	7876894.576	3857377.544	6400055.207	11681400.29	14996353.04	17878336.22	4837556.907	6102930.398	13054730.58	19059835.96	19710320.78	7240144.908	13387460.39	6816842.42	16479556.53	7616027.167	13727339.4	21715181.17	23409805.51	8868116.213	22543123.26	20608814.32	9085378.096	16011014.09	7425411.374	9538779.808	10174666.23	10119431.22	1352344.456	1215159.798	869278.7747	834112.7497	537636.0372	1235489.1	3446275.306	4499966.668	1598167.694	2905607.087	2292060.054	71495.2032	1515740.457	2428119.189	3445829.073	4172602.695	7690516.739	6851027.932	1813048.415	1233231.14	4726194.515	7439467.041	4115228.079	7672072.442	5859538.04	15040439.18	1916744.695	12650594.92	8984037.05	12227397.41	47676041.75	16706947.06
CHEBI:15619	C33H36N4O6	C(\C=1C(=C(\C(\N1)=C\C=2NC(=C(C2CCC(O)=O)C)/C=C/3\NC([C@@H](\C3=C\C)C)=O)CCC(=O)O)C)=C/4\NC(C(=C4C)C=C)=O	InChI=1S/C33H36N4O6/c1-7-20-19(6)32(42)37-27(20)14-25-18(5)23(10-12-31(40)41)29(35-25)15-28-22(9-11-30(38)39)17(4)24(34-28)13-26-16(3)21(8-2)33(43)36-26/h7-8,13-15,19,35H,2,9-12H2,1,3-6H3,(H,36,43)(H,37,42)(H,38,39)(H,40,41)/b20-7-,26-13-,27-14-,28-15-/t19-/m1/s1	(3Z)-Phytochromobilin	583.2522433		[M-H]-		506.5525	9606	Homo sapiens										218520.7067	503604.1653	993619.3728	451387.3357	945641.0787	1545483.82	895674.7804	489376.7493	1417999.888	116023.2966	572883.6279	586212.8927	660847.9359	549953.7133	1025501.559	929398.8716	284364.8051	50175.33953	465174.4076	210170.454	416382.9481	747564.7581	1123946.739	685328.9406	397088.9977	565202.4365	9978.825304	353454.7341	504520.4863	325191.6081	421095.7146	1654101.247	245610.7503	908687.5278	983066.7643	2405013.37	200396.6782	50309.84113	251872.6402	2508908.252	992480.4324	1586741.696	1601846.627	1152511.346	2093258.566	1406871.191	1928909.581	505679.6506	3331359.953	4128044.936	500510.6103	3620593.899	3849743.804	698636.6575	2391046.3	1984771.253	534240.3254	3654864.207	2943675.339	32746.69124	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	39531194.59	4031072.474
CHEBI:45564	C5H10O3	OCCCCC(O)=O	InChI=1S/C5H10O3/c6-4-2-1-3-5(7)8/h6H,1-4H2,(H,7,8)	5-Hydroxypentanoic acid	117.0535821		[M-H]-		140.858	9606	Homo sapiens										52060359.26	44699476.61	52095465.36	53927137.59	40044288.15	35666479.61	41786555.63	39819538.27	69750740.82	66657364.72	48339510.33	43806236.34	62739952.85	46882482.19	88939281.05	61453544.19	45501349.95	19864953.41	33253686.16	44820545.89	53431158.64	59705224.59	120521093.1	69982445.76	27906518.39	60844188.88	64170739.04	78889193.33	78655047.96	72924102.93	37674610.12	98597406.85	47688574.02	53347627.66	56942266.46	275544630	133916389	58110420.88	49521802.36	55236598.93	24178681.12	22728460.87	21512413.92	19628540.29	45777998.49	27817269.85	31570751.45	75625219.48	20077813.15	16480178.63	19389875.18	38505879.13	21125410.06	36376671.7	13167178.65	21008400.85	23981403.6	16794178.08	17201652.07	1033217.997	106756104.7	8875508.072	78977346.73	119925649.6	83774432.87	73746291.31	88914806.91	187820614.6	104352603.5	83500494.58	145572737	34366558.67	46419722.23	216640410.7	77789017.16	79101812.58	65385282.11	52537393.24	91243156.24	73711113.51
CHEBI:16634	C18H32O16	OC[C@H]1O[C@H](OC[C@H]2O[C@H](O[C@]3(CO)O[C@H](CO)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O	InChI=1S/C18H32O16/c19-1-5-8(22)11(25)13(27)16(31-5)30-3-7-9(23)12(26)14(28)17(32-7)34-18(4-21)15(29)10(24)6(2-20)33-18/h5-17,19-29H,1-4H2/t5-,6-,7-,8+,9-,10-,11+,12+,13-,14-,15+,16+,17-,18+/m1/s1	Raffinose	485.163638		[M-H2O-H]-		402.125	9606	Homo sapiens										1668589.506	1053356.823	2136593.187	1511603.934	1618708.47	1204932.815	786105.801	1444523.829	2170300.571	803348.6615	1554275.933	1580879.586	3763815.528	2871197.054	1884271.403	3246564.805	1937894.212	1941442.575	1190325.856	1347526.138	1934167.736	1436257.886	1921643.319	1787629.162	1826044.387	2640551.406	1310530.09	1263102.439	1599354.813	2122981.215	1704686.428	1467592.301	1592042.349	1393476.147	1614903.903	1151293.607	2180543.759	1400687.97	1343494.189	2298903.007	1900882.58	2360697.16	2449836.674	4038930.21	3915936.381	3439007.885	4459970.427	4529963.599	8947407.069	11976988.53	5498898.893	13438812.19	15773836.79	34773099.18	120118941.3	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	1645046.979	666985.2537	843719.0256	2419616.809	847200.9181	989725.0068	1214268.816	1502428.024	783165.7803	663238.5172	1264741.62	970670.0388	629298.996	1210550.982	1625923.966	1583531.54	1366382.08	715315.5946	1318280.541	1077281.602
CHEBI:27485	C20H30O4	CCCCC[C@H](O)\C=C\[C@@H]1[C@@H](C\C=C/CCCC(O)=O)C=CC1=O	InChI=1S/C20H30O4/c1-2-3-6-10-17(21)13-14-18-16(12-15-19(18)22)9-7-4-5-8-11-20(23)24/h4,7,12-18,21H,2-3,5-6,8-11H2,1H3,(H,23,24)/b7-4-,14-13+/t16-,17-,18+/m0/s1	Prostaglandin J2	333.2063267		[M-H]-		693.7355	9606	Homo sapiens										331531.0883	352611.1597	1006771.278	647371.4331	495369.1937	1203864.686	481594.8135	432628.8625	361421.2605	150336.9304	422478.9311	291471.8261	451691.2787	280545.3239	249403.0847	363508.6402	874582.9996	420556.4234	410215.2416	455260.3869	351375.6451	1931109.961	852526.3706	317631.2392	362320.6885	354620.9501	611154.3661	1044182.952	559718.015	724546.8892	725123.2801	1482283.087	539546.227	836769.7986	284270.9497	3016657.985	357971.1115	480009.8077	306249.6496	885171.6455	1392844.879	470900.204	1780228.943	149228.7916	1707363.01	918671.849	120045.4739	739862.7188	1206971.199	1202544.048	564489.7743	797893.7303	486468.8863	1138442.024	334049.8192	642663.6812	1483285.097	1076636.455	281264.4103	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	1078644.921	1481727.502	295245.1794	502764.0719	1429257.505	316083.238	589542.5797
CHEBI:28919	C24H30O8	C1[C@]2([C@]3([C@@](C4=C(C=C(O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)C(=O)O)O)O)O)C=C4)CC3)(CC[C@@]2(C(=O)C1)C)[H])[H])[H]	InChI=1S/C24H30O8/c1-24-9-8-14-13-5-3-12(10-11(13)2-4-15(14)16(24)6-7-17(24)25)31-23-20(28)18(26)19(27)21(32-23)22(29)30/h3,5,10,14-16,18-21,23,26-28H,2,4,6-9H2,1H3,(H,29,30)/t14-,15-,16+,18+,19+,20-,21+,23-,24+/m1/s1	Estrone glucuronide	446.2023281		[M]-		531.008	9606	Homo sapiens										15622.57674	11209.70047	47176.03627	5028.467039	45642.21211	6765.158434	69115.74012	95316.63461	61036.42496	14876.04231	23269.80896	15110.66747	48090.94245	62805.34208	31884.93723	26731.14623	56946.05125	197501.6261	52105.93036	4244.023394	144495.7527	85956.9439	13643.12129	137430.149	10977.64078	74719.10817	113933.5564	26352.13653	5747.071609	4655.146519	5197.96002	6674.419925	10012.98406	70675.41576	5225.531976	112325.9426	7311.933823	4050.058507	7747.518502	148639.2915	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	8559.138219	19255.6263	31983.90813	31986.60518	775.5006911	16844.01803	15567.94572	6288.538047	15053.01499	8035.871239	4155.585001	13919.01032	15623.30693	39313.03781	2446.656031	16794.76074	11694.34797	8006.975203	9892.013901	82074.98661
CHEBI:15901	C4H6N2O2	O=C1CCNC(=O)N1	InChI=1S/C4H6N2O2/c7-3-1-2-5-4(8)6-3/h1-2H2,(H2,5,6,7,8)	Dihydrouracil	112.9828646		[M-H]-		602.8145	9606	Homo sapiens										423611930.9	106978161.2	92573855.01	359513067.5	78083245.39	219978065.5	556340525.1	211316006	59357953.52	369796644.2	137272894.7	236469277.7	308967518.1	223215098.4	45155449.91	153359609.4	40805864.21	106826944.6	399036548	96640269.05	135639660.1	196459135.6	85467110.73	85842335.49	35055535.75	50666189.4	13324805.28	26066776.21	91731005.66	135008512.4	680382839.4	205720656.4	26104174.53	289718079.3	195932196.9	460997399.3	140551433.1	156671575.9	190822681.8	443034543.9	133449019.7	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	37916981.55	175003509	74141746.18	201885879.1	177311124	556330647.7	449607699.7	91379403.71	789932816.9	101874553.3	103430127.4	385739881.1	382581409.4	362894932.1	118739274.4	740205554.1	133919207.4	604937558.8	457426483.2	150965636.8	730298709.8
CHEBI:16344	C3H7N3O2	C(CNC(=N)N)(O)=O	InChI=1S/C3H7N3O2/c4-3(5)6-1-2(7)8/h1H2,(H,7,8)(H4,4,5,6)	Guanidoacetic acid	116.926481		[M]-		834.9775	9606	Homo sapiens										504625867.4	393334897.8	422479027.8	318973089.4	332905290.5	322968065.5	347926504.5	504777656.6	526750631.4	364851481.9	326659802.6	193891993.2	224227371.1	232111260	393246505.4	499158604.2	370896839.1	414615564.3	570059795.6	165866635.2	561629261.5	343634674.9	240675437.2	361073168.5	283681385.5	76534876.09	195512068.6	162773687.1	323754683.2	278085719.7	314698183.5	305815337.6	288131325.5	293864030.6	273979640.4	270385126.1	261780942.9	298973002.1	256504859.6	227680910.6	145346776.9	233421052.6	190823172.8	144083087.2	192145912.1	148223325.9	111870200.3	159046952.9	84525873.09	134877544.8	28837536.41	141771314.2	109714178.1	130501437.7	95103626.35	125107091.6	132225717	112084151.6	88532854.92	51042979.09	187281270.1	342285726.5	361541658	443939748.8	469066644.9	365681537.5	475238137.6	469975091.9	520861571.3	449673671.6	479044009.8	102709538.1	452696289.4	518436222.4	555328558.3	493199852.9	542732499.7	389011701.8	309641162	408167642.5
CHEBI:16024	C6H12O6			D-Mannose	179.0540046		[M-H]-		89.15645	9606	Homo sapiens										531893560.8	184894351.9	588764098.4	1184662178	444215497.9	249447911	216692833.3	163116716.8	369425528.9	298571347.2	656535646.6	369790934.4	305320105	298302354.1	248902760.4	271649024	461917918.5	473688557.2	314034912.9	332962538.2	333705564.2	373987643.2	318632144.4	434246931.7	411518148.2	665685959.8	489309569.8	649206701.2	605542033.9	763410510.2	236028668.2	571244970.4	107034317.1	306929475.3	245075931.7	468472869.3	333912415.6	340473218.3	456312944.3	412265373.4	708796121.5	421049405.4	802436888.5	765944620.5	702890893.5	551494545.1	780474660.6	570095268.1	826061694.3	499203145	167771366.3	248889366.6	228499417.4	134089936.4	366214100.4	858096430.4	82952678.09	1323449895	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616
CHEBI:17515	C8H14N2O5S	N[C@@H](CCC(=O)N[C@@H](CS)C(O)=O)C(O)=O	InChI=1S/C8H14N2O5S/c9-4(7(12)13)1-2-6(11)10-5(3-16)8(14)15/h4-5,16H,1-3,9H2,(H,10,11)(H,12,13)(H,14,15)/t4-,5-/m0/s1	gamma-Glutamylcysteine	248.9590366		[M-H]-		86.1235	9606	Homo sapiens										265354144.6	275723048.2	258809687	264704231	288098774.1	293923970.7	238184398.1	246697424.9	271137922.3	276800592.2	284872491.9	261991885.8	229651258.3	298783446.4	271825505.8	245799056.2	278844568.2	310549219.7	298800307.5	283070216.4	276848181.2	239880412.7	248786852.5	301629204.2	299847002.6	272498075.3	247794891.6	217237336	270188429.7	217082408.1	233243912	300305827.5	265531524.5	288414922.7	288539267	298164815.6	301403028.7	305455362.3	298643734	311056750.9	270213346.3	333897983.2	298464702.4	349559686.7	274243003	389819601.8	282818945.7	321546896.9	369462113.6	151662953.3	127746713.2	283530691.8	168867420.1	209913431.3	229915770.4	309661310	157846170.8	185096903.3	200781693	41282532.92	97834107.44	84986023.12	130619635.2	107056522.8	123405325.4	122625743.8	180264286.6	138483150	123334328.8	151162447.4	197899769.6	175482250.9	215358058	193708951.1	177051020.4	179472180	271751807.8	250275965.4	204893744.9	305789233.1
CHEBI:2417	C7H16NO2.Cl	[Cl-].CC(=O)OCC[N+](C)(C)C	InChI=1S/C7H16NO2.ClH/c1-7(9)10-6-5-8(2,3)4;/h5-6H2,1-4H3;1H/q+1;/p-1	Acetylcholine chloride	180.9713893		[M]-		86.4417	9606	Homo sapiens										207168392.5	212180984.4	201025898.1	203706838.4	203456288.7	224348161.7	180720670.6	185789949.4	201397824.1	202086784.6	222618669.6	191283069.3	181799298.5	205799752	210970231.2	191418490.5	234538110.9	238763827.5	205758349.9	202122153.5	228109988.9	225577426.9	198825855.2	215969009.1	214795819.3	204624752.5	211607034.6	222721471.1	221619422.9	191996872.5	173389267.5	224255252	182799578	218587514.3	203656713.1	205469893.6	196345490.7	218577664.5	196407372	229071117.9	216548552.3	233135783.5	235594111.6	245086150.9	220421255.5	256185707.3	231126723.6	237294142.3	250590388.7	195061086.3	199026484	238891468.2	211208293	185871143.2	246957655.7	225250347.2	163697315.3	247200771.6	203761029.4	127323824.5	147446904.9	127994944.4	137818241.7	130619196.1	123965298.1	131360802.8	149022273.5	147390450.4	132135085.4	157191751.1	165873632.9	142782377.7	110454941.4	159230888.6	149208485.9	167389869.5	183643265.3	180016461.7	190055038.6	221583847.2
CHEBI:30769	C6H8O7	OC(=O)CC(O)(CC(O)=O)C(O)=O	InChI=1S/C6H8O7/c7-3(8)1-6(13,5(11)12)2-4(9)10/h13H,1-2H2,(H,7,8)(H,9,10)(H,11,12)	Citric acid	192.0218621		[M]-		70.3684	9606	Homo sapiens										13480987.3	11880912.06	11282741.79	18032999.24	16809654.95	15615377.96	11903487.59	15077522.26	11044983.13	6975934.537	13586235.44	11688459.11	11608117.63	11597986.37	16408778.33	14743013.99	14957998.46	14205650.09	11735740.44	10966378.41	9066504.855	7760848.894	7807621.523	9688386.166	10978080.82	9745294.467	11749132.83	25251459.59	9229945.366	10674700.48	13132290.3	15091458.96	7560172.876	13262220.09	10362398	9038255.498	9649048.727	11465698.48	11659896.86	9548266.332	17534811.69	16290374.2	16594718.97	21174034.48	9776635.188	9705752.185	15412432.08	18521132.77	12418422.83	8957723.148	23440868.12	22013820.56	8247196.85	19097558.63	28562940.73	13477129.03	20473372.56	14957026.8	15788302.32	539733.6387	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	76892185.74	69040190.25	33625089.22	15357087.65
CHEBI:32797	C5H8O5	O[C@@H](CCC(O)=O)C(O)=O	InChI=1S/C5H8O5/c6-3(5(9)10)1-2-4(7)8/h3,6H,1-2H2,(H,7,8)(H,9,10)/t3-/m0/s1	L-2-Hydroxyglutaric acid	146.964417		[M-H]-		148.302	9606	Homo sapiens										56624720.23	193020290.9	56610101.61	388696349.3	51800660.22	216950088.9	55393971.55	221205908.2	50031397.09	52900124.8	192474843	50286991	194730358.1	48271501.67	7916624.335	490451401.6	7312370.785	228856042.2	49024658.28	221171770.8	239159241.1	13857572.48	207788941.6	216626227.3	216180944.4	48915088.7	189107715.6	186420746.5	270344734.2	274126847.3	318287783	215338433.2	354996928.9	370904399.9	26700038.36	432506401.7	27170394.1	743747660	213153606.7	1493033023	114784038.3	687793986.8	455125802.6	482607639.4	496746650.6	950373091.7	379737241.2	1050621758	420876338.9	95536149.77	317923082.6	382792626.9	97447364.8	483997901.5	120156177.6	150780661.9	314643594.6	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	16353022353	638080125.4	254705232.3
CHEBI:8082	C8H8O2	CC(=O)Oc1ccccc1	InChI=1S/C8H8O2/c1-7(9)10-8-5-3-2-4-6-8/h2-6H,1H3	Phenyl acetate	134.8932784		[M-H]-		78.22075	9606	Homo sapiens										115684183.4	121902986	98105620.8	112367739.8	118405736.6	103935242.9	79774711.2	109318731.9	120768653.4	107671810.5	86883513.01	132622318.7	95146285.36	138025096.2	133422790.6	123186464.5	140995759.9	157167665	150586525.5	103233347.4	124644575.4	129466472.6	112115948.4	175348486.7	135008605.4	114334105.3	111281996.9	186065676.9	103171804	97258139.26	124491854.6	107920861.7	101407076.9	93777894.31	188448573.4	91182466.19	145265712.7	83254765.03	88071050.22	93532549.38	133743445.3	146047821.7	165209546.7	174248682.3	159572540.5	145128557	158021216.2	200473912.2	184806036.7	109201197.8	124786577.6	35722867.71	177111246.5	146135790.5	241584833.8	115970657.2	1939292734	10.63188616	10.63188616	10.63188616	58088585.42	34952474.95	5844534.43	6996582.343	34327494.88	6404711.686	10042024.72	7500040.07	8117447.327	6785449.19	5445953.455	42250022.55	8423991.152	8055631.355	41276917.29	59407074.7	50885584.29	68780527.59	13538066.43	76508001.04
CHEBI:12936	C6H12O6			D-Galactose	161.0440432		[M-H2O-H]-		89.44205	9606	Homo sapiens										111552332.4	79791857.47	128826507.9	244351816.6	108853483.9	108722859.6	70048633.49	76266368.61	81993891.55	77816009.11	156383735.9	100114229.2	102690204.5	94891373.49	109221136	87043908.83	111662597.7	103383151.1	77580732.89	81837585.92	99100925.84	107455020.9	83756508.41	94599430.95	83318196.64	135947872.1	133385110.1	141918530.4	170196527.2	213112075.9	67570345.54	105976920.3	56749682.7	74725199.53	90258785.39	105331940.7	73664134	126420189.3	106544127.4	146576467.2	96843770.12	92243441.21	87205669.5	87127125.46	84807420.98	62583491.81	82206863.81	76951047.23	80855544.62	55751163.94	40032501.39	51751526.89	48535007.27	24039138.02	66207169.17	81861390	15442365.33	81479711.93	1890252717	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	403540008.1	144988268.1
CHEBI:17160	C18H24O2	[H][C@]12CC[C@]3(C)[C@H](O)CC[C@@]3([H])[C@]1([H])CCc1cc(O)ccc21	InChI=1S/C18H24O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h3,5,10,14-17,19-20H,2,4,6-9H2,1H3/t14-,15-,16+,17-,18+/m1/s1	17a-Estradiol	271.2269411		[M-H]-		820.862	9606	Homo sapiens										114675270.3	171313221.5	94710009.32	82335158.34	103788640.7	111246293.5	103938656.5	139598353.8	135327029	131782230.1	74223874.51	87264586.03	159980767.9	136839019.2	65930272.79	140602729.9	96095075.61	93864683.86	205022734.6	123185052.1	42739466.3	92740774.56	85947361.4	90745782.71	82486466.96	94181677.31	104483594.4	113568269.1	93222214.59	94855663.89	120514494.6	83572565.46	87785850.98	74189997.85	71024301.16	70081877.06	89386516.81	80703578.05	81498013.99	76592314.26	62376999.47	70604629.2	69155545.64	75060489.61	107557833.3	110294972.5	107887162.9	71363829.54	84980832.57	72325137.07	77715752.67	50444356.53	57765127.4	77461470.51	69357229.21	50996363.66	45432592.88	77629507.4	35668485.44	56105387.3	68605535.78	145096668.8	156669420.8	131187373.1	37084507.54	241502027.6	128601943.5	98557071.85	119201909	185851704.9	94178370.62	99486888.59	114941154.7	127793981.1	85660955.75	202396175.9	112937342.4	62561000.38	116807334.6	107724226.1
CHEBI:28631	C9H10O2	OC(=O)CCc1ccccc1	InChI=1S/C9H10O2/c10-9(11)7-6-8-4-2-1-3-5-8/h1-5H,6-7H2,(H,10,11)	Hydrocinnamic acid	149.059551		[M-H]-		559.139	9606	Homo sapiens										69223.03472	67691.27775	237950.2504	74373.19652	341858.1188	355306.0867	65925.65617	74478.26066	404117.362	78074.60336	71183.73018	471817.2957	63858.99221	1828529.849	298267.9793	75828.74559	73504.41319	65506.48987	65132.20784	3258222.36	65017.4061	66236.51096	64374.35697	62353.26716	811554.4234	57239.19288	261635.6228	530124.7755	70174.12398	69868.70564	519305.0345	75285.15606	86413.1902	85619.34059	90987.87185	99484.56521	110136.0933	125726.221	396051.3049	804526.7489	72662.814	73578.9483	654201.2989	373545.0423	371708.2862	236115.5955	70623.66576	167897.4861	74142.40473	56259.31972	70375.13036	723747.3721	517677.5692	59553.72396	66980.91867	59107.14125	89053.31681	42904.07571	68222.62425	74833.0706	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616	10.63188616
